label,model,EbN0_dB,blocks,block_errors,BLER,BLER_CI95_low,BLER_CI95_high,bit_errors_info,BER,avg_iterations,avg_iteration_se,avg_success_iterations,max_iterations_observed,fraction_reaching_max_iterations,undetected_errors,syndrome_pass_count,convergence_failures,channel_saturation_count,q_sub_saturation_count,min_input_clip_count,app_add_saturation_count,saturation_block_fraction,saturation_events_per_block,saturation_error_blocks,saturation_clean_blocks,saturation_error_events,saturation_clean_events,expected_core_cycles,worst_configured_core_cycles,stage,profile,candidate,w_CH,w_APP,w_q,w_M,channel_gain,beta,beta_equiv,layer_order,requested_stop_errors,requested_stop_blocks,requested_stop_completed,iteration_boundary_cycles
E_g0.75_b4,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,166,0.0049124053,12.000000,0.000000,0.000000,12,1.000000,0,0,4,934,0,0,0,1.000000,233.500000,4,0,934,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,0.75,4,5.333333,0-2-1-3,200,4,True,71
E_g0.75_b5,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,166,0.0049124053,12.000000,0.000000,0.000000,12,1.000000,0,0,4,934,0,0,0,1.000000,233.500000,4,0,934,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,0.75,5,6.666667,0-2-1-3,200,4,True,71
E_g0.75_b6,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,166,0.0049124053,12.000000,0.000000,0.000000,12,1.000000,0,0,4,934,0,0,0,1.000000,233.500000,4,0,934,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,0.75,6,8.000000,0-2-1-3,200,4,True,71
E_g0.75_b7,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,166,0.0049124053,12.000000,0.000000,0.000000,12,1.000000,0,0,4,934,0,0,0,1.000000,233.500000,4,0,934,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,0.75,7,9.333333,0-2-1-3,200,4,True,71
E_g0.817_b0,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,4.500000,0.288675,4.500000,5,0.000000,0,4,0,2018,0,0,0,1.000000,504.500000,0,4,0,2018,319.500,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,0.817,0,0.000000,0-2-1-3,200,4,True,71
E_g0.817_b1,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,9.500000,0.645497,9.500000,11,0.000000,0,4,0,2018,0,0,0,1.000000,504.500000,0,4,0,2018,674.500,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,0.817,1,1.223990,0-2-1-3,200,4,True,71
E_g0.817_b2,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,195,0.0057705966,12.000000,0.000000,0.000000,12,1.000000,0,0,4,2018,0,0,0,1.000000,504.500000,4,0,2018,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,0.817,2,2.447980,0-2-1-3,200,4,True,71
E_g0.817_b3,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,175,0.0051787405,12.000000,0.000000,0.000000,12,1.000000,0,0,4,2018,0,0,0,1.000000,504.500000,4,0,2018,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,0.817,3,3.671971,0-2-1-3,200,4,True,71
E_g0.817_b4,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,173,0.0051195549,12.000000,0.000000,0.000000,12,1.000000,0,0,4,2018,0,0,0,1.000000,504.500000,4,0,2018,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,0.817,4,4.895961,0-2-1-3,200,4,True,71
E_g0.817_b5,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,173,0.0051195549,12.000000,0.000000,0.000000,12,1.000000,0,0,4,2018,0,0,0,1.000000,504.500000,4,0,2018,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,0.817,5,6.119951,0-2-1-3,200,4,True,71
E_g0.817_b6,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,173,0.0051195549,12.000000,0.000000,0.000000,12,1.000000,0,0,4,2018,0,0,0,1.000000,504.500000,4,0,2018,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,0.817,6,7.343941,0-2-1-3,200,4,True,71
E_g0.817_b7,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,173,0.0051195549,12.000000,0.000000,0.000000,12,1.000000,0,0,4,2018,0,0,0,1.000000,504.500000,4,0,2018,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,0.817,7,8.567931,0-2-1-3,200,4,True,71
E_g0.9_b0,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,4.500000,0.500000,4.500000,6,0.000000,0,4,0,4002,0,0,0,1.000000,1000.500000,0,4,0,4002,319.500,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,0.9,0,0.000000,0-2-1-3,200,4,True,71
E_g0.9_b1,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,7.000000,0.408248,7.000000,8,0.000000,0,4,0,4002,0,0,0,1.000000,1000.500000,0,4,0,4002,497.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,0.9,1,1.111111,0-2-1-3,200,4,True,71
E_g0.9_b2,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,212,0.0062736742,12.000000,0.000000,0.000000,12,1.000000,0,0,4,4002,0,0,0,1.000000,1000.500000,4,0,4002,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,0.9,2,2.222222,0-2-1-3,200,4,True,71
E_g0.9_b3,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,183,0.0054154830,12.000000,0.000000,0.000000,12,1.000000,0,0,4,4002,0,0,0,1.000000,1000.500000,4,0,4002,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,0.9,3,3.333333,0-2-1-3,200,4,True,71
E_g0.9_b4,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,179,0.0052971117,12.000000,0.000000,0.000000,12,1.000000,0,0,4,4002,0,0,0,1.000000,1000.500000,4,0,4002,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,0.9,4,4.444444,0-2-1-3,200,4,True,71
E_g0.9_b5,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,179,0.0052971117,12.000000,0.000000,0.000000,12,1.000000,0,0,4,4002,0,0,0,1.000000,1000.500000,4,0,4002,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,0.9,5,5.555556,0-2-1-3,200,4,True,71
E_g0.9_b6,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,179,0.0052971117,12.000000,0.000000,0.000000,12,1.000000,0,0,4,4002,0,0,0,1.000000,1000.500000,4,0,4002,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,0.9,6,6.666667,0-2-1-3,200,4,True,71
E_g0.9_b7,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,179,0.0052971117,12.000000,0.000000,0.000000,12,1.000000,0,0,4,4002,0,0,0,1.000000,1000.500000,4,0,4002,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,0.9,7,7.777778,0-2-1-3,200,4,True,71
E_g1.0_b0,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,4.250000,0.250000,4.250000,5,0.000000,0,4,0,7019,0,0,0,1.000000,1754.750000,0,4,0,7019,301.750,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,1.0,0,0.000000,0-2-1-3,200,4,True,71
E_g1.0_b1,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,6.000000,0.408248,6.000000,7,0.000000,0,4,0,7019,0,0,0,1.000000,1754.750000,0,4,0,7019,426.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,1.0,1,1.000000,0-2-1-3,200,4,True,71
E_g1.0_b2,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,234,0.0069247159,12.000000,0.000000,0.000000,12,1.000000,0,0,4,7019,0,0,0,1.000000,1754.750000,4,0,7019,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,1.0,2,2.000000,0-2-1-3,200,4,True,71
E_g1.0_b3,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,200,0.0059185606,12.000000,0.000000,0.000000,12,1.000000,0,0,4,7019,0,0,0,1.000000,1754.750000,4,0,7019,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,1.0,3,3.000000,0-2-1-3,200,4,True,71
E_g1.0_b4,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,190,0.0056226326,12.000000,0.000000,0.000000,12,1.000000,0,0,4,7019,0,0,0,1.000000,1754.750000,4,0,7019,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,1.0,4,4.000000,0-2-1-3,200,4,True,71
E_g1.0_b5,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,189,0.0055930398,12.000000,0.000000,0.000000,12,1.000000,0,0,4,7019,0,0,0,1.000000,1754.750000,4,0,7019,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,1.0,5,5.000000,0-2-1-3,200,4,True,71
E_g1.0_b6,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,189,0.0055930398,12.000000,0.000000,0.000000,12,1.000000,0,0,4,7019,0,0,0,1.000000,1754.750000,4,0,7019,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,1.0,6,6.000000,0-2-1-3,200,4,True,71
E_g1.0_b7,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,189,0.0055930398,12.000000,0.000000,0.000000,12,1.000000,0,0,4,7019,0,0,0,1.000000,1754.750000,4,0,7019,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,1.0,7,7.000000,0-2-1-3,200,4,True,71
E_g1.089_b0,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,4.250000,0.250000,4.250000,5,0.000000,0,4,0,9954,0,0,0,1.000000,2488.500000,0,4,0,9954,301.750,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,1.089,0,0.000000,0-2-1-3,200,4,True,71
E_g1.089_b1,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,5.500000,0.288675,5.500000,6,0.000000,0,4,0,9954,0,0,0,1.000000,2488.500000,0,4,0,9954,390.500,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,1.089,1,0.918274,0-2-1-3,200,4,True,71
E_g1.089_b2,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,248,0.0073390152,12.000000,0.000000,0.000000,12,1.000000,0,0,4,9954,0,0,0,1.000000,2488.500000,4,0,9954,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,1.089,2,1.836547,0-2-1-3,200,4,True,71
E_g1.089_b3,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,209,0.0061848958,12.000000,0.000000,0.000000,12,1.000000,0,0,4,9954,0,0,0,1.000000,2488.500000,4,0,9954,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,1.089,3,2.754821,0-2-1-3,200,4,True,71
E_g1.089_b4,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,196,0.0058001894,12.000000,0.000000,0.000000,12,1.000000,0,0,4,9954,0,0,0,1.000000,2488.500000,4,0,9954,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,1.089,4,3.673095,0-2-1-3,200,4,True,71
E_g1.089_b5,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,194,0.0057410038,12.000000,0.000000,0.000000,12,1.000000,0,0,4,9954,0,0,0,1.000000,2488.500000,4,0,9954,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,1.089,5,4.591368,0-2-1-3,200,4,True,71
E_g1.089_b6,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,194,0.0057410038,12.000000,0.000000,0.000000,12,1.000000,0,0,4,9954,0,0,0,1.000000,2488.500000,4,0,9954,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,1.089,6,5.509642,0-2-1-3,200,4,True,71
E_g1.089_b7,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,194,0.0057410038,12.000000,0.000000,0.000000,12,1.000000,0,0,4,9954,0,0,0,1.000000,2488.500000,4,0,9954,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,1.089,7,6.427916,0-2-1-3,200,4,True,71
E_g1.5_b0,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,4.250000,0.250000,4.250000,5,0.000000,0,4,0,21527,0,0,0,1.000000,5381.750000,0,4,0,21527,301.750,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,1.5,0,0.000000,0-2-1-3,200,4,True,71
E_g1.5_b1,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,4.000000,0.000000,4.000000,4,0.000000,0,4,0,21527,0,0,0,1.000000,5381.750000,0,4,0,21527,284.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,1.5,1,0.666667,0-2-1-3,200,4,True,71
E_g1.5_b2,fixed,4.9,4,3,0.75000000,0.30064184,0.95441274,30,0.0008877841,11.250000,0.750000,9.000000,12,0.750000,0,1,3,21527,0,0,0,1.000000,5381.750000,3,1,16153,5374,798.750,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,1.5,2,1.333333,0-2-1-3,200,4,True,71
E_g1.5_b3,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,269,0.0079604640,12.000000,0.000000,0.000000,12,1.000000,0,0,4,21527,0,0,0,1.000000,5381.750000,4,0,21527,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,1.5,3,2.000000,0-2-1-3,200,4,True,71
E_g1.5_b4,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,236,0.0069839015,12.000000,0.000000,0.000000,12,1.000000,0,0,4,21527,0,0,0,1.000000,5381.750000,4,0,21527,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,1.5,4,2.666667,0-2-1-3,200,4,True,71
E_g1.5_b5,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,219,0.0064808239,12.000000,0.000000,0.000000,12,1.000000,0,0,4,21527,0,0,0,1.000000,5381.750000,4,0,21527,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,1.5,5,3.333333,0-2-1-3,200,4,True,71
E_g1.5_b6,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,215,0.0063624527,12.000000,0.000000,0.000000,12,1.000000,0,0,4,21527,0,0,0,1.000000,5381.750000,4,0,21527,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,1.5,6,4.000000,0-2-1-3,200,4,True,71
E_g1.5_b7,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,213,0.0063032670,12.000000,0.000000,0.000000,12,1.000000,0,0,4,21527,0,0,0,1.000000,5381.750000,4,0,21527,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,1.5,7,4.666667,0-2-1-3,200,4,True,71
E_g2.0_b0,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,4.500000,0.500000,4.500000,6,0.000000,0,4,0,28615,0,3894,8,1.000000,8129.250000,0,4,0,32517,319.500,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,2.0,0,0.000000,0-2-1-3,200,4,True,71
E_g2.0_b1,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,4.000000,0.000000,4.000000,4,0.000000,0,4,0,28615,0,0,0,1.000000,7153.750000,0,4,0,28615,284.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,2.0,1,0.500000,0-2-1-3,200,4,True,71
E_g2.0_b2,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,6.000000,0.408248,6.000000,7,0.000000,0,4,0,28615,0,8,0,1.000000,7155.750000,0,4,0,28623,426.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,2.0,2,1.000000,0-2-1-3,200,4,True,71
E_g2.0_b3,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,261,0.0077237216,12.000000,0.000000,0.000000,12,1.000000,0,0,4,28615,0,0,0,1.000000,7153.750000,4,0,28615,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,2.0,3,1.500000,0-2-1-3,200,4,True,71
E_g2.0_b4,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,283,0.0083747633,12.000000,0.000000,0.000000,12,1.000000,0,0,4,28615,0,0,0,1.000000,7153.750000,4,0,28615,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,2.0,4,2.000000,0-2-1-3,200,4,True,71
E_g2.0_b5,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,256,0.0075757576,12.000000,0.000000,0.000000,12,1.000000,0,0,4,28615,0,0,0,1.000000,7153.750000,4,0,28615,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,2.0,5,2.500000,0-2-1-3,200,4,True,71
E_g2.0_b6,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,234,0.0069247159,12.000000,0.000000,0.000000,12,1.000000,0,0,4,28615,0,0,0,1.000000,7153.750000,4,0,28615,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,2.0,6,3.000000,0-2-1-3,200,4,True,71
E_g2.0_b7,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,227,0.0067175663,12.000000,0.000000,0.000000,12,1.000000,0,0,4,28615,0,0,0,1.000000,7153.750000,4,0,28615,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,2.0,7,3.500000,0-2-1-3,200,4,True,71
E_g3.0_b0,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,5.250000,0.250000,5.250000,6,0.000000,0,4,0,33322,0,5397,1,1.000000,9680.000000,0,4,0,38720,372.750,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,3.0,0,0.000000,0-2-1-3,200,4,True,71
E_g3.0_b1,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,4.500000,0.288675,4.500000,5,0.000000,0,4,0,33322,0,4144,11,1.000000,9369.250000,0,4,0,37477,319.500,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,3.0,1,0.333333,0-2-1-3,200,4,True,71
E_g3.0_b2,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,4.750000,0.250000,4.750000,5,0.000000,0,4,0,33322,0,92,0,1.000000,8353.500000,0,4,0,33414,337.250,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,3.0,2,0.666667,0-2-1-3,200,4,True,71
E_g3.0_b3,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,6.750000,0.478714,6.750000,8,0.000000,0,4,0,33322,0,1390,0,1.000000,8678.000000,0,4,0,34712,479.250,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,3.0,3,1.000000,0-2-1-3,200,4,True,71
E_g3.0_b4,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,198,0.0058593750,12.000000,0.000000,0.000000,12,1.000000,0,0,4,33322,0,0,0,1.000000,8330.500000,4,0,33322,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,3.0,4,1.333333,0-2-1-3,200,4,True,71
E_g3.0_b5,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,327,0.0096768466,12.000000,0.000000,0.000000,12,1.000000,0,0,4,33322,0,0,0,1.000000,8330.500000,4,0,33322,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,3.0,5,1.666667,0-2-1-3,200,4,True,71
E_g3.0_b6,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,295,0.0087298769,12.000000,0.000000,0.000000,12,1.000000,0,0,4,33322,0,0,0,1.000000,8330.500000,4,0,33322,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,3.0,6,2.000000,0-2-1-3,200,4,True,71
E_g3.0_b7,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,274,0.0081084280,12.000000,0.000000,0.000000,12,1.000000,0,0,4,33322,0,0,0,1.000000,8330.500000,4,0,33322,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,3.0,7,2.333333,0-2-1-3,200,4,True,71
E_g4.0_b0,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,6.000000,0.408248,6.000000,7,0.000000,0,4,0,34722,0,5771,1,1.000000,10123.500000,0,4,0,40494,426.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,4.0,0,0.000000,0-2-1-3,200,4,True,71
E_g4.0_b1,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,5.250000,0.250000,5.250000,6,0.000000,0,4,0,34722,0,1061,0,1.000000,8945.750000,0,4,0,35783,372.750,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,4.0,1,0.250000,0-2-1-3,200,4,True,71
E_g4.0_b2,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,5.250000,0.250000,5.250000,6,0.000000,0,4,0,34722,0,1397,0,1.000000,9029.750000,0,4,0,36119,372.750,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,4.0,2,0.500000,0-2-1-3,200,4,True,71
E_g4.0_b3,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,6.250000,0.250000,6.250000,7,0.000000,0,4,0,34722,0,803,0,1.000000,8881.250000,0,4,0,35525,443.750,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,4.0,3,0.750000,0-2-1-3,200,4,True,71
E_g4.0_b4,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,11.000000,0.577350,11.000000,12,0.500000,0,4,0,34722,0,19,0,1.000000,8685.250000,0,4,0,34741,781.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,4.0,4,1.000000,0-2-1-3,200,4,True,71
E_g4.0_b5,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,355,0.0105054451,12.000000,0.000000,0.000000,12,1.000000,0,0,4,34722,0,0,0,1.000000,8680.500000,4,0,34722,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,4.0,5,1.250000,0-2-1-3,200,4,True,71
E_g4.0_b6,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,339,0.0100319602,12.000000,0.000000,0.000000,12,1.000000,0,0,4,34722,0,0,0,1.000000,8680.500000,4,0,34722,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,4.0,6,1.500000,0-2-1-3,200,4,True,71
E_g4.0_b7,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,323,0.0095584754,12.000000,0.000000,0.000000,12,1.000000,0,0,4,34722,0,0,0,1.000000,8680.500000,4,0,34722,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,4.0,7,1.750000,0-2-1-3,200,4,True,71
E_g6.0_b0,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,9.750000,0.946485,9.750000,11,0.000000,0,4,0,35691,0,32612,4733,1.000000,18259.000000,0,4,0,73036,692.250,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,6.0,0,0.000000,0-2-1-3,200,4,True,71
E_g6.0_b1,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,7.250000,0.478714,7.250000,8,0.000000,0,4,0,35691,0,2419,0,1.000000,9527.500000,0,4,0,38110,514.750,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,6.0,1,0.166667,0-2-1-3,200,4,True,71
E_g6.0_b2,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,7.000000,0.408248,7.000000,8,0.000000,0,4,0,35691,0,1727,0,1.000000,9354.500000,0,4,0,37418,497.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,6.0,2,0.333333,0-2-1-3,200,4,True,71
E_g6.0_b3,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,8.000000,0.707107,8.000000,9,0.000000,0,4,0,35691,0,2672,0,1.000000,9590.750000,0,4,0,38363,568.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,6.0,3,0.500000,0-2-1-3,200,4,True,71
E_g6.0_b4,fixed,4.9,4,2,0.50000000,0.15003899,0.84996101,77,0.0022786458,11.500000,0.500000,11.000000,12,0.750000,0,2,2,35691,0,41,0,1.000000,8933.000000,2,2,17836,17896,816.500,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,6.0,4,0.666667,0-2-1-3,200,4,True,71
E_g6.0_b5,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,356,0.0105350379,12.000000,0.000000,0.000000,12,1.000000,0,0,4,35691,0,0,0,1.000000,8922.750000,4,0,35691,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,6.0,5,0.833333,0-2-1-3,200,4,True,71
E_g6.0_b6,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,407,0.0120442708,12.000000,0.000000,0.000000,12,1.000000,0,0,4,35691,0,0,0,1.000000,8922.750000,4,0,35691,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,6.0,6,1.000000,0-2-1-3,200,4,True,71
E_g6.0_b7,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,375,0.0110973011,12.000000,0.000000,0.000000,12,1.000000,0,0,4,35691,0,0,0,1.000000,8922.750000,4,0,35691,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,6.0,7,1.166667,0-2-1-3,200,4,True,71
E_g8.0_b0,fixed,4.9,4,2,0.50000000,0.15003899,0.84996101,51,0.0015092330,11.000000,0.707107,10.000000,12,0.500000,0,2,2,36056,0,13886,114,1.000000,12514.000000,2,2,18027,32029,781.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,8.0,0,0.000000,0-2-1-3,200,4,True,71
E_g8.0_b1,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,9.750000,1.108678,9.750000,12,0.250000,0,4,0,36056,0,11473,333,1.000000,11965.500000,0,4,0,47862,692.250,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,8.0,1,0.125000,0-2-1-3,200,4,True,71
E_g8.0_b2,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,9.000000,0.816497,9.000000,11,0.000000,0,4,0,36056,0,3314,1,1.000000,9842.750000,0,4,0,39371,639.000,852,beta_scale_calibration,BG1_first4_high_rate,E,5,8,9,6,8.0,2,0.250000,0-2-1-3,200,4,True,71
